"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"335","OWID_SAM",NA,"남미",2022-11-19,64620897,6167,21177.857,1334010,35,86.143,147935.965,14.118,48.482,3053.936,0.08,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932524596,372626116,335728724,236960700,73898,135229,213.48,85.3,76.86,54.25,310,48714,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"336","KOR","Asia","한국",2022-11-19,26558765,46011,52076.571,30031,41,52.286,512561.051,887.972,1005.033,579.572,0.791,1.009,1.06,419,8.086,NA,NA,NA,NA,1492,28.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,129590639,44855269,44435675,41278896,2842,3755,250.1,86.57,85.76,79.66,72,204,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"337","OWID_AFR",NA,"아프리카",2022-11-20,12407732,414,1125.857,257327,0,36.571,8696.582,0.29,0.789,180.361,0,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691588617,451945191,364571050,58386414,948522,950848,48.47,31.68,25.55,4.09,666,606905,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"338","OWID_ASI",NA,"아시아",2022-11-20,192989924,166524,204092.143,1499445,344,295.286,40875.716,35.27,43.227,317.586,0.073,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8803107241,3626623718,3398092767,1701175125,1861591,1775473,186.45,76.81,71.97,36.03,376,423807,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"339","OWID_EUR",NA,"유럽",2022-11-20,238984701,9575,125908.857,1976478,131,646,320867.612,12.856,169.049,2653.675,0.176,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350020168,517474120,497049641,347967376,237764,292806,181.26,69.48,66.74,46.72,393,47877,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"340","OWID_NAM",NA,"북미",2022-11-20,116441917,4691,48624.857,1533897,21,429.571,193965.231,7.814,80.998,2555.117,0.035,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117804464,455861649,391184777,245149921,236842,581954,186.2,75.94,65.16,40.84,969,115110,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"341","OWID_OCE",NA,"오세아니아",2022-11-20,12876167,26604,14960,20980,28,19.714,285890.162,590.69,332.158,465.82,0.622,0.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80289672,28895880,27852287,23500780,13440,16476,178.27,64.16,61.84,52.18,366,847,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"342","OWID_SAM",NA,"남미",2022-11-20,64635494,14597,22126.429,1334075,65,89.714,147969.382,33.417,50.654,3054.084,0.149,0.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932546007,372628139,335730076,236978736,54003,134420,213.49,85.31,76.86,54.25,308,48654,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"343","KOR","Asia","한국",2022-11-20,26581856,23091,51980.286,30066,35,51,513006.687,445.636,1003.174,580.248,0.675,0.984,1.07,451,8.704,NA,NA,NA,NA,1465,28.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,129590739,44855273,44435677,41278990,100,3757,250.1,86.57,85.76,79.66,73,204,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"344","OWID_AFR",NA,"아프리카",2022-11-21,12408831,1099,1051.286,257332,5,37,8697.352,0.77,0.737,180.364,0.004,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691588880,451950635,364577495,58386519,1881224,1085682,48.47,31.68,25.55,4.09,761,626800,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"345","OWID_ASI",NA,"아시아",2022-11-21,193165858,175934,205806.714,1499691,246,297.143,40912.979,37.263,43.59,317.638,0.052,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8804067141,3626729211,3398099467,1701917246,1503796,1777068,186.47,76.81,71.97,36.05,376,384176,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"346","OWID_EUR",NA,"유럽",2022-11-21,239090569,105868,124029.857,1977038,560,627.429,321009.753,142.141,166.526,2654.427,0.752,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350171708,517476717,497052346,348096211,375137,312964,181.28,69.48,66.74,46.74,420,64824,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"347","OWID_NAM",NA,"북미",2022-11-21,116492001,50084,47903.571,1534142,245,425,194048.66,83.428,79.796,2555.525,0.408,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118324985,455935307,391222674,245191135,581856,581230,186.29,75.95,65.17,40.84,968,111625,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"348","OWID_OCE",NA,"오세아니아",2022-11-21,12880345,4178,15089.714,21007,27,22,285982.927,92.764,335.038,466.419,0.599,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80306088,28901962,27858848,23504380,14888,16257,178.3,64.17,61.86,52.19,361,941,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"349","OWID_SAM",NA,"남미",2022-11-21,64639986,4492,22070.571,1334117,42,77.286,147979.665,10.283,50.526,3054.181,0.096,0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932587786,372633158,335738299,237007273,74278,131395,213.5,85.31,76.86,54.26,301,48412,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"350","KOR","Asia","한국",2022-11-21,26654729,72873,51978.857,30111,45,51.857,514413.073,1406.385,1003.147,581.116,0.868,1.001,1.07,465,8.974,NA,NA,NA,NA,1412,27.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,129595140,44855537,44435928,41282880,4401,3750,250.11,86.57,85.76,79.67,72,215,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"351","OWID_AFR",NA,"아프리카",2022-11-22,12410033,1202,937.429,257126,5,36.429,8698.195,0.842,0.657,180.22,0.004,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691595601,451953469,364580201,58388929,1887682,1220231,48.47,31.68,25.55,4.09,855,660957,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"352","OWID_ASI",NA,"아시아",2022-11-22,193402742,236884,206536.143,1500038,347,320.286,40963.151,50.173,43.745,317.712,0.073,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8806225633,3626754262,3398293709,1703634147,1689040,1770962,186.52,76.82,71.98,36.08,375,342481,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"353","OWID_EUR",NA,"유럽",2022-11-22,239294162,203593,125562,1977669,631,615,321283.103,273.35,168.583,2655.274,0.847,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350381095,517479114,497054661,348305230,449496,331116,181.31,69.48,66.74,46.76,445,81764,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"354","OWID_NAM",NA,"북미",2022-11-22,116557831,65830,47905.143,1534835,693,445.286,194158.317,109.658,79.799,2556.679,1.154,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118794064,455991979,391258850,245226782,530430,551054,186.37,75.96,65.17,40.85,918,88179,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"355","OWID_OCE",NA,"오세아니아",2022-11-22,12884945,4600,15188.571,21014,7,21.571,286085.061,102.134,337.233,466.575,0.155,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80308699,28901986,27858905,23506910,14967,15798,178.31,64.17,61.86,52.19,351,854,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"356","OWID_SAM",NA,"남미",2022-11-22,64702109,62123,29886.714,1334384,267,113.286,148121.883,142.218,68.419,3054.792,0.611,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932643841,372638422,335742804,237053560,88601,107057,213.51,85.31,76.86,54.27,245,28265,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"357","KOR","Asia","한국",2022-11-22,26725053,70324,52512.714,30164,53,52.714,515770.265,1357.192,1013.45,582.139,1.023,1.017,1.06,461,8.897,2130,41.107,NA,NA,1381,26.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,129599036,44855806,44436151,41286289,3896,3748,250.11,86.57,85.76,79.68,72,224,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"358","OWID_AFR",NA,"아프리카",2022-11-23,12416733,6700,1716.143,257134,8,6.857,8702.891,4.696,1.203,180.225,0.006,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691602151,451956266,364582890,58391171,1887511,1353266,48.47,31.68,25.55,4.09,949,693594,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"359","OWID_ASI",NA,"아시아",2022-11-23,193717253,314511,215508.143,1500376,338,317.857,41029.766,66.614,45.645,317.783,0.072,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8807514879,3626800368,3398669669,1704319365,1207179,1701627,186.55,76.82,71.98,36.1,360,299382,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"360","OWID_EUR",NA,"유럽",2022-11-23,239406442,112280,126942.571,1978250,581,598.571,321433.853,150.75,170.437,2656.054,0.78,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1351387170,518103382,497209082,348529686,439298,349013,181.44,69.56,66.76,46.79,469,98797,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"361","OWID_NAM",NA,"북미",2022-11-23,116675211,117647,52149.429,1535869,1034,463.286,194353.845,195.973,86.869,2558.402,1.722,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119257102,456046907,391291924,245313403,524389,525374,186.44,75.97,65.18,40.86,875,80083,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"362","OWID_OCE",NA,"오세아니아",2022-11-23,12888946,4001,15236.714,21026,12,22.143,286173.895,88.834,338.302,466.841,0.266,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80311199,28902012,27858951,23509338,14856,15327,178.32,64.17,61.86,52.2,340,795,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"363","OWID_SAM",NA,"남미",2022-11-23,64737923,35814,29424.714,1334516,132,114.429,148203.872,81.989,67.362,3055.094,0.302,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932705969,372644050,335747615,237105249,94674,83690,213.52,85.31,76.86,54.28,192,8179,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"364","KOR","Asia","한국",2022-11-23,26784142,59089,53034.429,30223,59,51.571,516910.631,1140.366,1023.518,583.278,1.139,0.995,1.05,477,9.206,NA,NA,409,7.893,1339,25.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,129602863,44856086,44436416,41289575,3827,3718,250.12,86.57,85.76,79.69,72,234,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"365","OWID_AFR",NA,"아프리카",2022-11-24,12417641,908,1697.571,257138,4,7.429,8703.527,0.636,1.19,180.228,0.003,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691609610,451959451,364585826,58393869,1888420,1486376,48.47,31.68,25.55,4.09,1042,726284,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"366","OWID_ASI",NA,"아시아",2022-11-24,193876764,159511,211225.857,1500720,344,313.857,41063.55,33.785,44.738,317.856,0.073,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8808730634,3626856158,3398747858,1705211791,1817037,1725823,186.57,76.82,71.99,36.12,366,314690,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"367","OWID_EUR",NA,"유럽",2022-11-24,239549374,142932,129492.143,1978839,589,572.571,321625.758,191.905,173.86,2656.845,0.791,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1351612510,518105652,497211366,348747580,389465,358340,181.47,69.56,66.76,46.82,481,114908,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"368","OWID_NAM",NA,"북미",2022-11-24,116694229,19018,46216,1536126,257,403.286,194385.525,31.68,76.985,2558.83,0.428,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119456360,456106742,391297386,245436474,261783,459852,186.48,75.98,65.18,40.88,766,66664,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"369","OWID_OCE",NA,"오세아니아",2022-11-24,12944592,55646,14699.286,21075,49,18.143,287409.406,1235.511,326.369,467.929,1.088,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80387939,28902047,27860193,23584025,14573,14705,178.49,64.17,61.86,52.36,326,737,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"370","OWID_SAM",NA,"남미",2022-11-24,64780115,42192,29132,1334670,154,115.571,148300.461,96.59,66.692,3055.447,0.353,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932770252,372649563,335753023,237158611,96829,83709,213.54,85.31,76.86,54.29,192,8110,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"371","KOR","Asia","한국",2022-11-24,26837840,53698,53645.857,30278,55,50.429,517946.955,1036.325,1035.318,584.339,1.061,0.973,1.04,437,8.434,NA,NA,NA,NA,1333,25.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,129606973,44856383,44436688,41293122,4110,3645,250.13,86.57,85.76,79.69,70,243,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"372","OWID_AFR",NA,"아프리카",2022-11-25,12418348,707,1614.714,257172,34,8.143,8704.023,0.496,1.132,180.252,0.024,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691618074,451962753,364589370,58396858,1889425,1619679,48.48,31.68,25.55,4.09,1135,758996,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"373","OWID_ASI",NA,"아시아",2022-11-25,194118210,241446,216394.143,1501028,308,314.286,41114.689,51.139,45.833,317.921,0.065,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8810093206,3626876305,3398782317,1706317058,2118658,1741633,186.6,76.82,71.99,36.14,369,329032,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"374","OWID_EUR",NA,"유럽",2022-11-25,239906543,357169,134804.286,1980324,1485,590,322105.303,479.545,180.992,2658.839,1.994,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352021824,518109188,497215204,348955051,371673,365979,181.53,69.56,66.76,46.85,491,130998,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"375","OWID_NAM",NA,"북미",2022-11-25,116719744,25515,41284.571,1536293,167,349.571,194428.027,42.502,68.771,2559.108,0.278,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119793933,456156128,391340581,245479508,366349,408597,186.53,75.99,65.19,40.89,681,55871,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"376","OWID_OCE",NA,"오세아니아",2022-11-25,12960442,15850,16199.857,21103,28,21.571,287761.324,351.918,359.686,468.551,0.622,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80390377,28902076,27860270,23586357,11825,14134,178.49,64.17,61.86,52.37,314,679,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"377","OWID_SAM",NA,"남미",2022-11-25,64837347,57232,31802.429,1334849,179,124.857,148431.482,131.021,72.805,3055.856,0.41,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933055667,372687399,335802875,237303304,109976,84609,213.6,85.32,76.88,54.33,194,8205,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"378","KOR","Asia","한국",2022-11-25,26890488,52648,53962,30330,52,48.571,518963.016,1016.061,1041.42,585.343,1.004,0.937,1.03,453,8.743,NA,NA,NA,NA,1329,25.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,129612539,44856819,44437134,41297811,5566,3535,250.14,86.57,85.76,79.7,68,247,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"379","OWID_AFR",NA,"아프리카",2022-11-26,12418645,297,1618.143,257172,0,8,8704.231,0.208,1.134,180.252,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691624096,451965279,364591945,58398825,1886983,1752824,48.48,31.68,25.55,4.09,1229,791656,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"380","OWID_ASI",NA,"아시아",2022-11-26,194361355,243145,219707.857,1501347,319,320.857,41166.188,51.499,46.535,317.989,0.068,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8812643778,3628107656,3398852072,1707443599,2112503,1757062,186.65,76.84,71.99,36.16,372,343359,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"381","OWID_EUR",NA,"유럽",2022-11-26,239921154,14611,135146.857,1980457,133,587.143,322124.92,19.617,181.452,2659.018,0.179,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352082190,518462823,497216131,349152503,226901,355677,181.53,69.61,66.76,46.88,478,129961,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"382","OWID_NAM",NA,"북미",2022-11-26,116723839,4095,40982.857,1536308,15,347.429,194434.848,6.821,68.268,2559.133,0.025,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120019196,456179959,391357945,245509326,283672,397903,186.57,75.99,65.19,40.9,663,54843,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"383","OWID_OCE",NA,"오세아니아",2022-11-26,12963869,3427,16329.429,21103,0,21.571,287837.414,76.09,362.563,468.551,0,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80391937,28902110,27860352,23587801,10947,13623,178.49,64.17,61.86,52.37,302,617,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"384","OWID_SAM",NA,"남미",2022-11-26,64842336,4989,31634.143,1334891,42,125.857,148442.903,11.421,72.42,3055.952,0.096,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933103738,372693845,335807262,237340542,73372,84533,213.61,85.32,76.88,54.33,194,8216,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"385","KOR","Asia","한국",2022-11-26,26937516,47028,54107.286,30369,39,48.286,519870.616,907.599,1044.224,586.095,0.753,0.932,1.03,478,9.225,NA,NA,NA,NA,1299,25.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,129615124,44857014,44437326,41300010,2585,3498,250.15,86.57,85.76,79.71,68,249,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"386","OWID_AFR",NA,"아프리카",2022-11-27,12419264,619,1647.429,257172,0,8,8704.665,0.434,1.155,180.252,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700478603,455894405,370850899,59005350,1881633,1886125,49.1,31.95,25.99,4.14,1322,824403,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"387","OWID_ASI",NA,"아시아",2022-11-27,194558072,196717,224021.143,1501724,377,325.571,41207.853,41.665,47.448,318.069,0.08,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8813837336,3628189466,3398931137,1708406151,1150426,1655947,186.68,76.85,71.99,36.18,351,263520,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"388","OWID_EUR",NA,"유럽",2022-11-27,239931912,10758,135315.857,1980578,121,585.714,322139.364,14.444,181.679,2659.18,0.162,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352164764,518464610,497217920,349226145,181904,347698,181.55,69.61,66.76,46.89,467,115470,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"389","OWID_NAM",NA,"북미",2022-11-27,116730758,6919,41301.143,1536321,13,346.286,194446.373,11.525,68.798,2559.155,0.022,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120156872,456195838,391368903,245527059,198433,392417,186.59,75.99,65.19,40.9,654,54338,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"390","OWID_OCE",NA,"오세아니아",2022-11-27,12994067,30198,16842.857,21133,30,21.857,288507.902,670.488,373.963,469.217,0.666,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80392419,28902118,27860374,23588253,9869,13123,178.5,64.17,61.86,52.37,291,555,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
